GEOID,pred_evictions
421010273003,78.57142857142857
421010301002,78.57142857142857
421010206001,53.125
421010242002,53.125
421010268001,53.125
421010353021,53.125
421010362011,53.125
421010373003,53.125
421010086011,51.666666666666664
421010301001,45.0
421010346001,45.0
421010276001,44.285714285714285
421010307001,44.285714285714285
421010348021,44.285714285714285
421010257001,41.22222222222222
421010270002,41.22222222222222
421010300007,41.22222222222222
421010377002,39.166666666666664
421010278002,37.57142857142857
421010094004,36.75
421010201013,36.75
421010201011,34.8
421010389001,34.8
421010122012,33.166666666666664
421010179004,33.166666666666664
421010165003,32.5
421010033001,32.44444444444444
421010036003,32.44444444444444
421010305011,31.625
421010338002,28.5
421010152002,28.0
421010208001,28.0
421010300004,28.0
421010309003,28.0
421010347021,28.0
421010278004,27.5
421010188005,27.166666666666668
421010188007,27.166666666666668
421010246002,27.166666666666668
421010302001,27.166666666666668
421010325003,27.166666666666668
421010337011,27.166666666666668
421010345022,27.166666666666668
421010238002,26.833333333333332
421010333003,26.833333333333332
421010292001,26.666666666666668
421010139002,26.333333333333332
421010151021,25.666666666666668
421010098021,25.6
421010066004,25.0
421010098011,25.0
421010092001,24.75
421010321001,24.75
421010067005,24.125
421010121001,24.125
421010239001,24.125
421010241001,24.125
421010268002,24.125
421010293001,24.125
421010063004,24.0
421010177012,24.0
421010252007,24.0
421010293002,24.0
421010279021,23.5
421010356022,22.75
421010363021,22.75
421010151012,22.666666666666668
421010261003,22.142857142857142
421010294002,22.142857142857142
421010240001,21.857142857142858
421010282001,21.857142857142858
421010365011,21.857142857142858
421010032006,21.666666666666668
421010140001,21.666666666666668
421010290003,21.666666666666668
421010166001,21.571428571428573
421010280002,21.571428571428573
421010004011,21.2
421010054001,21.2
421010254002,21.2
421010302003,21.2
421010245002,21.166666666666668
421010300006,21.166666666666668
421010192002,21.0
421010290004,21.0
421010105002,20.857142857142858
421010323003,20.5
421010100001,20.11111111111111
421010178001,20.11111111111111
421010188002,20.11111111111111
421010240004,20.0
421010238004,19.833333333333332
421010243002,19.833333333333332
421010347012,19.833333333333332
421010244003,19.75
421010283006,19.75
421010338001,19.6
421010298001,19.5
421010314014,19.5
421010355003,19.5
421010055003,19.375
421010083022,19.375
421010122031,19.375
421010142002,19.375
421010313004,19.375
421010334004,19.375
421010357012,19.375
421010286001,19.2
421010085007,19.0
421010294003,19.0
421010177011,18.88888888888889
421010169023,18.571428571428573
421010205001,18.25
421010299004,18.25
421010086012,18.166666666666668
421010177022,18.166666666666668
421010177023,18.166666666666668
421010195012,18.166666666666668
421010037013,18.0
421010119002,18.0
421010188003,18.0
421010188006,18.0
421010285001,18.0
421010299001,18.0
421010325004,18.0
421010357011,18.0
421010033002,17.77777777777778
421010314011,17.77777777777778
421010242004,17.5
421010375002,17.5
421010108003,17.22222222222222
421010283005,17.22222222222222
421010291002,17.22222222222222
421010345023,17.22222222222222
421010349002,17.22222222222222
421010063003,17.0
421010074004,17.0
421010192005,17.0
421019800001,17.0
421010067004,16.8
421010107004,16.8
421010200002,16.8
421010245001,16.8
421010246001,16.8
421010277001,16.8
421010298002,16.8
421010312002,16.428571428571427
421010190004,16.333333333333332
421010254003,16.25
421010237003,16.22222222222222
421010268004,16.22222222222222
421010306007,16.22222222222222
421010347011,16.22222222222222
421010349003,16.22222222222222
421010096001,16.2
421010067006,16.166666666666668
421010239002,16.166666666666668
421010065006,16.0
421010141001,16.0
421010161002,16.0
421010179002,16.0
421010339002,16.0
421010086022,15.666666666666666
421010114005,15.666666666666666
421010147002,15.666666666666666
421010094002,15.571428571428571
421010279014,15.571428571428571
421010093002,15.555555555555555
421010390007,15.555555555555555
421010037014,15.333333333333334
421010302002,15.333333333333334
421010302004,15.333333333333334
421010321003,15.333333333333334
421010070003,15.25
421010152004,15.25
421010180012,15.166666666666666
421010148001,15.125
421010363022,15.125
421010004022,15.0
421010062004,15.0
421010064003,15.0
421010093005,15.0
421010104003,15.0
421010110002,15.0
421010167013,15.0
421010179005,15.0
421010192001,15.0
